course,block,bloom_level,citation_mode,question_type,model_id,language,question_number,question,answer,rubric,time_taken_s,status
BEGC 103_ Indian Writing in English,BLOCK A TIGER FOR MALGUDI,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Afterlosing his family, Raja strays into human habitation and carries out regular raids for cattle till the day he is captured by Captain, the proprietor of the “Grand Malgudi Circus”. The intelligent tiger learns the tricks of the circus and becomes its main attraction."" — Who captured Raja after he began raiding cattle, and in which circus did he become the main attraction?","Raja was captured by Captain, the proprietor of the Grand Malgudi Circus.","[Marks]
Correctly identifying Captain as the person who captured Raja - 5 marks
Correctly naming the 'Grand Malgudi Circus' - 5 marks

[Key Points]
1. Captain
2. Grand Malgudi Circus",109.8,success
BEGC 103_ Indian Writing in English,BLOCK A TIGER FOR MALGUDI,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""The Yogi (or the Master, as Raja calls him) and the disciple (Raja) make the forest at the foot of Mempi range their home. Having recognized a kindred soul in Raja, the Master discusses difficult concepts like God, Karma, etc. with him and gives discourses on the Bhagavad Gita."" — During Stage 3 of his life, who did Raja follow as a disciple and what specific philosophical subjects did they discuss?","Raja followed the Yogi/Master and discussed God, Karma, and the Bhagavad Gita.","[Marks]
Correctly identifying the Yogi or the Master - 4 marks
Mentioning the concepts of God and Karma - 3 marks
Mentioning the discourses on the Bhagavad Gita - 3 marks

[Key Points]
1. Yogi/Master
2. God
3. Karma
4. Bhagavad Gita",109.8,success
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Describe the specific circumstances and setting that led to the mother being stung by the scorpion in the poem 'Night of the Scorpion'.,"The incident occurs in a village during a rainy night. The scorpion, driven by ten hours of steady rain, crawled beneath a sack of rice and stung the mother in the toe.","[Marks]
Mention of the setting (village and rainy night) - 4 marks
Identification of the cause (ten hours of rain driving the scorpion) - 3 marks
Specific detail of the location of the sting (beneath a sack of rice/in the toe) - 3 marks

[Key Points]
1. Village setting
2. Ten hours of continuous rain
3. Scorpion crawling beneath a sack of rice
4. Stung in the toe",121.1,success
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,List four similes used in the poem 'Palanquin Bearers' to describe the bride's movement or presence.,"The student must list any four of the following: sways like a flower, skims like a bird, floats like a laugh, like a pearl on a string, hangs like a star, springs like a beam, or falls like a tear.","[Marks]
First correct simile identified - 2.5 marks
Second correct simile identified - 2.5 marks
Third correct simile identified - 2.5 marks
Fourth correct simile identified - 2.5 marks

[Key Points]
1. Accurate recall of similes from the text
2. Proper use of the word 'like' as per the poem's imagery",121.1,success
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Observed and put down copious notes On things the peasants sold and bought, The way of serpents and of goats, Three cities where a sage had taught"" — What specific observations did the group record in their 'copious notes' during the early stages of the journey?","The group recorded notes on the items that the peasants sold and bought, the ways of serpents and goats, and three cities where a sage had taught.","[Marks]
Correctly identifying the details about peasants' trade - 4 marks
Correctly identifying the mention of serpents and goats - 3 marks
Correctly identifying the three cities where a sage taught - 3 marks

[Key Points]
1. Peasants' buying and selling
2. Ways of serpents and goats
3. Three cities of a sage",85.3,success
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Home is where we have to gather grace."" — According to the final line of the poem, where is the place where one must 'gather grace'?",The poem concludes by stating that home is the place where one has to gather grace.,"[Marks]
Accurate identification of 'Home' as the location - 10 marks

[Key Points]
1. Identification of 'Home' as the specific place mentioned in the text",85.3,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Define a 'short story' and state when it first emerged as a literary form.,"A short story is a piece of prose fiction that is complete in itself and of moderate length, emerging as a literary form in the early nineteenth century.","[Marks]
Identification as a piece of prose fiction - 3 marks
Mention of it being complete in itself - 3 marks
Mention of it being of moderate length - 2 marks
Correct time period (early nineteenth century) - 2 marks

[Key Points]
1. Prose fiction
2. Complete in itself
3. Moderate length
4. Early nineteenth century",77.6,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,What is a 'novella' and how does it differ from a short story in terms of length?,A novella is a form of prose fiction that is longer than a short story but shorter than a novel.,"[Marks]
Definition of a novella as being between a short story and a novel - 5 marks
Recall of short story length characteristics (e.g., one sitting/half hour to two hours) - 5 marks

[Key Points]
1. Intermediate length
2. Positioned between short story and novel
3. Short story completion in one sitting",77.6,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""A fable is a short tale which usually conveys a moral. The characters in a fable are usually animals talking like human beings. Perhaps you are familiar with the tales of Panchtantra which is a collection of fables."" — What is a fable, and which specific collection of stories is mentioned as an example of this form?",A fable is a short tale that typically conveys a moral and usually features animals that speak like human beings. An example of a collection of fables is the Panchtantra.,"[Marks]
Correctly identifying a fable as a short tale that conveys a moral - 4 marks
Mentioning that characters in fables are usually talking animals - 3 marks
Correctly identifying the Panchtantra as the example provided - 3 marks

[Key Points]
1. Short tale
2. Conveys a moral
3. Talking animals
4. Panchtantra",89.1,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""A novella is somewhere between a short story and the novel in length."" — Based on the text, how is a novella defined in terms of its length?","A novella is defined as a literary work that is intermediate in length, situated between a short story and a novel.","[Marks]
Correct identification of the novella's relative length - 5 marks
Explicitly mentioning its position relative to the short story - 2.5 marks
Explicitly mentioning its position relative to the novel - 2.5 marks

[Key Points]
1. Length
2. Between short story and novel",89.1,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,State the publication year of the novel 'The Binding Vine' and identify the two novellas written by Shashi Deshpande that are generally categorized as crime or detective fiction.,The student must correctly identify the publication year as 1992 and name both 'If I Die Today' and 'Come Up and Be Dead'.,"[Marks]
Correct publication year of the novel - 4 marks
Correct identification of the first detective novella - 3 marks
Correct identification of the second detective novella - 3 marks

[Key Points]
1. Publication Year: 1992
2. Novella 1: If I Die Today
3. Novella 2: Come Up and Be Dead",84.7,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,Identify the real-life event that serves as the basis for the novel 'The Binding Vine' and name the broader themes the narrative explores as a result of this basis.,The student must identify the real rape incident as the basis and mention family bonds and human relations as the broader themes.,"[Marks]
Identification of the real-life rape incident - 5 marks
Mention of family bonds and human relations as multi-dimensional themes - 5 marks

[Key Points]
1. Basis: Real rape incident
2. Themes: Family bonds
3. Themes: Human relations",84.7,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The Gothic novel is a type of fiction, which has supernatural elements like ghosts, haunted houses etc. It evokes fear,suspense and uncertainty. The settingis medieval."" — What is a Gothic novel? List its primary characteristics as mentioned in the text.","A Gothic novel is a type of fiction featuring supernatural elements (ghosts, haunted houses), a medieval setting, and evoking fear, suspense, and uncertainty.","[Marks]
Accurate definition of the Gothic novel as a type of fiction with supernatural elements - 5 marks
Identification of key characteristics: medieval setting and the emotions of fear, suspense, and uncertainty - 5 marks

[Key Points]
1. Supernatural elements (ghosts, haunted houses)
2. Medieval setting
3. Evocation of fear, suspense, and uncertainty",112.0,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""In the Epistolary novel the story advances through the exchange of letters between the main character and other people."" — Define the 'Epistolary Novel' and identify one author associated with this genre.",An Epistolary novel is one where the story advances through the exchange of letters. Examples include Samuel Richardson or Fanny Burney.,"[Marks]
Correct definition of the Epistolary novel focusing on the exchange of letters - 6 marks
Correct identification of a relevant author (Samuel Richardson or Fanny Burney) - 4 marks

[Key Points]
1. Story advances via exchange of letters
2. Mention of Samuel Richardson, Clarissa, Pamela, or Fanny Burney",112.0,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Identify the structural organization of Spenser's 'The Shepheardes Calender' and list some of the diverse subject matters covered in its eclogues.,"The student must correctly identify the timing of publication, the specific structure based on the calendar, and provide several examples of the subjects treated in the poems.","[Marks]
Mention of publication year (1579) - 2 marks
Correct explanation of structure (12 eclogues mapped to 12 months) - 3 marks
Listing at least four diverse subject matters (e.g., dialogue between age and youth, elegy, etc.) - 5 marks

[Key Points]
1. Published in 1579
2. Twelve eclogues organized by the twelve months of the year
3. Subjects include: dejected lover, age vs youth, song contest, great figures, elegy, unrewarded poet, and pastoral simplicity vs corruption",138.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,State the original ambitions and plans Spenser had for the composition of 'The Faerie Queene'.,"The student should recall the intended length of the work, the philosophical basis for the books, and the plan for a sequel.","[Marks]
Correct identification of the planned number of books (12) - 3 marks
Correct identification of the connection to Aristotle's twelve moral virtues - 4 marks
Mention of the intended sequel regarding political virtues of a King - 3 marks

[Key Points]
1. Planned as a long epic of twelve books
2. Correspondence with twelve moral virtues by Aristotle
3. Intent to write a sequel on political virtues befitting a King",138.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""You say that oxen, asses, horses and hounds are tested many times, and the same is the case with basins and pots that men buy. This applies as well to spoons and stools, etc.—the items in use at home. Think the same way about utensils, clothes and tapestry."" — According to the text, which animals and household items does the Wife of Bath mention as being tested before they are bought or used?","The student must list the animals (oxen, asses, horses, hounds) and the household items (basins, pots, spoons, stools, utensils, clothes, tapestry) mentioned in the text.","[Marks]
Correct identification of the animals mentioned - 5 marks
Correct identification of the household items mentioned - 5 marks

[Key Points]
1. Recall of animals: oxen, asses, horses, hounds
2. Recall of items: basins, pots, spoons, stools, utensils, clothes, tapestry",105.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Thou haggard, outdated barrelful of lies!"" — What specific epithet does the Wife of Bath use to describe her husband at the end of the first passage?",The student must provide the exact phrase used by the Wife of Bath to describe the husband.,"[Marks]
Accurate recall of the specific descriptive phrase/epithet - 10 marks

[Key Points]
1. The phrase must be 'haggard, outdated barrelful of lies'",105.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Identify the key dates and editions associated with the staging and publication of the play Dr. Faustus.,"The student must correctly identify the date of staging (1588), the first printed Quarto edition (1604), and the enlarged edition (1616).","[Marks]
Mention of the staging date (1588) and the theatre company (The Admiral Men) - 4 marks
Correct identification of the first printed Quarto edition date (1604) - 3 marks
Correct identification of the enlarged edition date (1616) - 3 marks

[Key Points]
1. Staged in 1588
2. The Admiral Men
3. Quarto edition of 1604
4. Enlarged edition of 1616",103.8,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,Describe the design and structure of the Elizabethan theatre used for performing plays during Marlowe's time.,"The student should describe the inn yard basis, the physical layout (square yard and balcony), and the position of the audience.","[Marks]
Identification of the inn yard structure as the basis - 4 marks
Description of the physical layout (square yard and balcony) - 3 marks
Description of the audience's positioning (windows or standing in the yard) - 3 marks

[Key Points]
1. Inn yard structure
2. Square yard for actors
3. Balcony above
4. Audience in yard or at windows",103.8,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The subject matter and Marlowe’s “mighty line” as Ben Jonson called it, took the theatre by storm and set blank verse as the standard for later Elizabethan writers."" — Identify who described Marlowe's poetic style as the 'mighty line' and state the impact this had on subsequent Elizabethan writers.","Ben Jonson is the one who called Marlowe's style the 'mighty line', and this influenced the theatre by establishing blank verse as the standard for later Elizabethan writers.","[Marks]
Correctly identifying Ben Jonson as the person who coined the term 'mighty line' - 5 marks
Correctly stating that it set blank verse as the standard for later Elizabethan writers - 5 marks

[Key Points]
1. Mention of Ben Jonson
2. Mention of blank verse
3. Mention of the standard for Elizabethan writers",123.7,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""The play is based on the history of Timur the Lame (1336-1406), a Mongol King and descendant of Genghis Khan."" — State the historical identity and lineage of the character Tamburlaine as described in the source material.","Tamburlaine is based on the historical figure Timur the Lame (1336-1406), who was a Mongol King and a descendant of Genghis Khan.","[Marks]
Correctly identifying the historical figure as Timur the Lame - 5 marks
Correctly identifying him as a Mongol King and descendant of Genghis Khan - 5 marks

[Key Points]
1. Name: Timur the Lame
2. Title: Mongol King
3. Lineage: Descendant of Genghis Khan",123.7,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,List the two early poems written by William Shakespeare in 1593 and 1594 and state the circumstances that led him to focus on poetry during this period.,The student must correctly name 'Venus and Adonis' and 'The Rape of Lucrece' and identify the plague-induced closure of theatres as the cause.,"[Marks]
Correct identification of the two poems - 5 marks
Correct identification of the reason (plague/theatre closures) - 5 marks

[Key Points]
1. Venus and Adonis (1593)
2. The Rape of Lucrece (1594)
3. Theatres shut by government order
4. Years of the plague",104.4,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"Identify the specific literary technique that Christopher Marlowe introduced to the public stage which Shakespeare also utilized, and name the play where Marlowe's influence is most distinctly evident.",The student must identify 'unrhymed iambic pentameter' and the play 'Titus Andronicus'.,"[Marks]
Correct identification of the literary technique (unrhymed iambic pentameter) - 5 marks
Correct identification of the play (Titus Andronicus) - 5 marks

[Key Points]
1. Unrhymed iambic pentameter
2. Titus Andronicus",104.4,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The metrical pattern of the ‘English’ sonnet (abab cdcd efef gg) is directive. Committing the poet to three coordinate quatrains, it ends with a couplet that ties this series together."" — State the metrical pattern of the 'English' sonnet and describe its structural composition as noted by Russell Fraser.","The English sonnet follows the metrical pattern of abab cdcd efef gg, consisting of three coordinate quatrains and a concluding couplet.","[Marks]
Correct identification of the metrical pattern (abab cdcd efef gg) - 5 marks
Correct description of the structural components (three quatrains and a couplet) - 5 marks

[Key Points]
1. Mention of the specific rhyme scheme: abab cdcd efef gg
2. Identification of three coordinate quatrains
3. Identification of the final couplet",149.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Shakespeare’s early sonnets, particularly sonnets 1-14, are of a uniform nature; they have a shared theme of marriage and familial harmony."" — Identify the primary shared theme of Shakespeare's early sonnets (Sonnets 1-14) and the purpose of this theme.","The theme is marriage and familial harmony, intended to persuade a young man to marry and have children to preserve beauty through progeny.","[Marks]
Correct identification of the shared theme (marriage and familial harmony) - 5 marks
Correct explanation of the purpose (persuading a young man to marry/have children for progeny) - 5 marks

[Key Points]
1. Theme: marriage and familial harmony
2. Purpose: persuasion of a young man
3. Reason: passing beauty to progeny",149.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Identify the primary historical source used by William Shakespeare for the play Macbeth and state the year it was published.,The primary historical source is Raphael Holinshed’s The Chronicles of England Scotland and Ireland (1587).,"[Marks]
Correct identification of the author (Raphael Holinshed) - 4 marks
Correct identification of the title (The Chronicles of England Scotland and Ireland) - 4 marks
Correct mention of the publication year (1587) - 2 marks

[Key Points]
1. Raphael Holinshed
2. The Chronicles of England Scotland and Ireland
3. 1587",219.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,List the 'king-becoming graces' that Malcolm claims to be devoid of when testing Macduff's loyalty.,"The king-becoming graces are Justice, Verity, Temp’rance, Stableness, Bounty, Perseverance, Mercy, Lowliness, Devotion, Patience, Courage, and Fortitude.","[Marks]
Listing a comprehensive set of the mentioned graces (at least 8-10) - 7 marks
Accuracy of the specific terminology used in the text - 3 marks

[Key Points]
1. Justice
2. Verity
3. Temp’rance
4. Stableness
5. Bounty
6. Perseverance
7. Mercy
8. Lowliness
9. Devotion
10. Patience
11. Courage
12. Fortitude",219.6,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""He places Macbeth as the “second of two usurpers of a throne in the tragedies”, the first being Claudius in Hamlet."" — According to Victor Kiernan, who is identified as the first of the two usurpers of a throne in Shakespeare's tragedies, preceding Macbeth?",The student must correctly identify Claudius from Hamlet as the first usurper.,"[Marks]
Correct identification of the character Claudius - 5 marks
Correct identification of the play Hamlet - 5 marks

[Key Points]
1. Claudius
2. Hamlet
3. First of two usurpers",165.2,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""According to Kiernan, Malcolm is introduced “as a young prince of a new strain”. So Malcolm is supposed to cleanse Scotland off its evils."" — How does Victor Kiernan describe Malcolm's role in relation to the state of Scotland?",The student should state that Malcolm is a young prince of a new strain intended to cleanse Scotland of its evils.,"[Marks]
Mention of the phrase 'young prince of a new strain' - 5 marks
Explanation that he is meant to cleanse Scotland of its evils - 5 marks

[Key Points]
1. Young prince of a new strain
2. Cleanse Scotland off its evils",165.2,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,Define 'free verse' and the 'catalogue' as used in the poetry of Walt Whitman.,Free verse (or vers libre) is defined as having a more controlled rhythm than ordinary prose but lacking a regular stress pattern. The catalogue is identified as one of the salient features of Whitman's poetry.,"[Marks]
Accurate definition of free verse/vers libre - 5 marks
Correct identification of the catalogue as a salient feature of Whitman's poetry - 5 marks

[Key Points]
1. Free verse lacks regular stress pattern
2. Free verse is more controlled than prose
3. Catalogue is a prominent feature of Whitman's style",195.6,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"State the definitions of alliteration, consonance, and assonance as applied to Walt Whitman's poetic devices.",Alliteration: repetition of speech sounds in nearby words. Consonance: repetition of consonants with change in intervening stressed vowels. Assonance: repetition of identical or similar vowel sounds in nearby words.,"[Marks]
Correct definition of alliteration - 4 marks
Correct definition of consonance - 3 marks
Correct definition of assonance - 3 marks

[Key Points]
1. Alliteration involves repetition of speech sounds
2. Consonance involves consonant repetition with varying stressed vowels
3. Assonance involves repetition of similar vowel sounds in stressed syllables",195.6,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""As a journalist, Whitman worked on various newspapers such as ‘The Long Islander’, ‘The New York Aurora’ and ‘The Brooklyn Evening Star’."" — List the newspapers for which Walt Whitman worked as a journalist.","The student must list the three newspapers: ‘The Long Islander’, ‘The New York Aurora’, and ‘The Brooklyn Evening Star’.","[Marks]
Correctly identifying ‘The Long Islander’ - 3 marks
Correctly identifying ‘The New York Aurora’ - 3 marks
Correctly identifying ‘The Brooklyn Evening Star’ - 3 marks
Overall factual accuracy and presentation - 1 marks

[Key Points]
1. The Long Islander
2. The New York Aurora
3. The Brooklyn Evening Star",226.5,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Rabindranath Tagore declared “no American has caught the oriental spirit so well as Whitman.”"" — What did Rabindranath Tagore declare about Walt Whitman's connection to the oriental spirit?","The student should state that according to Tagore, Whitman was the American who best captured the oriental spirit.","[Marks]
Accurate recall of Tagore's specific declaration regarding the oriental spirit - 10 marks

[Key Points]
1. Mention of Rabindranath Tagore
2. Reference to the 'oriental spirit'
3. The assertion that no other American caught it as well as Whitman",226.5,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,"What was the nature of the crime committed by Joe Keller and Steve Deever during World War II, and what were the immediate consequences of this action?",The response must identify the specific product (defective cylinder heads with hairline cracks) and the specific outcome (21 planes crashed/pilots died).,"[Marks]
Identification of the crime as supplying defective cylinder heads with hairline cracks - 5 marks
Identification of the consequence as the crash of twenty-one planes and the death of the pilots - 5 marks

[Key Points]
1. Defective cylinder heads
2. Hairline cracks
3. Twenty-one planes crashed
4. Death of pilots",206.8,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,State the three dramatic unities observed by Arthur Miller in the play 'All My Sons' and describe how each is applied in the play.,The response must correctly name the three unities and provide the specific application for each as mentioned in the text.,"[Marks]
Correctly naming the three unities: Time, Place, and Action - 3 marks
Correct description of Unity of Time (roughly a single day/24 hours) - 2.5 marks
Correct description of Unity of Place (backyard of the Keller home in Detroit) - 2.5 marks
Correct description of Unity of Action (single set of related incidents as cause and effect) - 2 marks

[Key Points]
1. Unity of Time: 24 hours
2. Unity of Place: Keller home backyard
3. Unity of Action: Related incidents/Cause and effect",206.8,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""He was ashamed of looking at his cheque-book, or driving his new car or looking at the new fridge that was bought for the house."" — What specific material possessions did Chris feel ashamed of after returning from the war?","Chris felt ashamed of his cheque-book, his new car, and the new fridge bought for the house.","[Marks]
Correct identification of the feeling of shame regarding material comforts - 4 marks
Mentioning the specific items: cheque-book, new car, and new fridge - 6 marks

[Key Points]
1. Recall of Chris's psychological state post-war
2. Identification of the three specific luxury items mentioned in the text",202.5,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Chris’s idealistic qualities even compel his father to realize the enormity of his crime of killing twenty-one pilots."" — What was the specific crime committed by Joe Keller that he was forced to realize the enormity of due to Chris's idealism?",The crime was Joe Keller's involvement in the killing of twenty-one pilots.,"[Marks]
Correct identification of the act of killing pilots - 5 marks
Specifying the exact number of pilots killed (twenty-one) - 5 marks

[Key Points]
1. Identification of the crime
2. Accuracy of the number of victims",202.5,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,State the geographical setting and the specific time period in which the events of The Scarlet Letter are supposed to have taken place.,"The student must correctly identify the location as Salem, Massachusetts, and the time frame as 1642-1649.","[Marks]
Correct identification of the geographical setting (Salem, Massachusetts) - 5 marks
Correct identification of the time period (1642-1649) - 5 marks

[Key Points]
1. Salem, Massachusetts
2. 1642-1649",536.1,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,"According to Hawthorne's own conception, what is the primary distinction between a 'novel' and a 'romance'?",The student should define both terms as provided by Hawthorne: the novel as focusing on the probable/ordinary and the romance as a blend of the Actual and Imaginary.,"[Marks]
Accurate definition of 'novel' as fidelity to the probable and ordinary course of experience - 5 marks
Accurate definition of 'romance' as a meeting place of the Actual and the Imaginary / between real world and fairy land - 5 marks

[Key Points]
1. Novel: fidelity to the probable/ordinary course of experience
2. Romance: territory between real world and fairy land
3. Romance: meeting of Actual and Imaginary",536.1,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 1,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""A devoted scholar all his life, he is known in this Puritan settlement as a physician gathering a wide variety of herbs. He is also described as a miner, a geometrician and an engineer."" — Which professional roles and scholarly identities is Chillingworth associated with in the Puritan settlement?","The student must identify Chillingworth as a physician, miner, geometrician, and engineer.","[Marks]
Identification of Chillingworth as a physician/herbalist - 4 marks
Identification of Chillingworth as a miner - 2 marks
Identification of Chillingworth as a geometrician - 2 marks
Identification of Chillingworth as an engineer - 2 marks

[Key Points]
1. Physician (gathering herbs)
2. Miner
3. Geometrician
4. Engineer",137.8,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 1,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""She is seen as a bird if scarlet plumage, tropical, a seabird, a humming bird. She is also compared to flowers, the Northern Lights, the day, a book, a deer, a butterfly and sea foam sparring natural phenomena, vegetation and animal kingdom."" — List the various elements of nature, animals, and phenomena that Pearl is compared to in the text.","The student should list the specific nature-based comparisons mentioned in the text, focusing on birds and other natural phenomena.","[Marks]
Listing birds (scarlet plumage, tropical, seabird, humming bird) - 5 marks
Listing vegetation/flowers - 2 marks
Listing other phenomena (Northern Lights, day, deer, butterfly, sea foam) - 3 marks

[Key Points]
1. Bird types: scarlet plumage, tropical, seabird, humming bird
2. Flowers/vegetation
3. Natural phenomena: Northern Lights, day, sea foam
4. Animals: deer, butterfly",137.8,success
BEGC 105_ American Literature,BLOCK SHORT FICTION,Level 1,off,Short Answer,ollama-gemma4-31b,en,1,How does Edgar Allan Poe define the short story?,"Edgar Allan Poe defines the short story as a prose narrative that requires half an hour to two hours for perusal, concentrating on a unique single effect where the totality of effect is the main objective.","[Marks]
Mention of the specific reading time (half an hour to two hours) - 4 marks
Mention of the focus on a 'unique single effect' - 4 marks
Mention that the 'totality of effect' is the main objective - 2 marks

[Key Points]
1. Reading duration: 30 minutes to 2 hours
2. Unique single effect
3. Totality of effect as the main goal",123.4,success
BEGC 105_ American Literature,BLOCK SHORT FICTION,Level 1,off,Short Answer,ollama-gemma4-31b,en,2,Identify the three genres Edgar Allan Poe excelled in and provide one example of a work for each genre.,"Poe excelled in the detective story (The Murders in the Rue Morgue), the Gothic thriller (The Pit and the Pendulum), and early science fiction (The Gold Bug).","[Marks]
Correct identification of the detective story and its example (The Murders in the Rue Morgue) - 3.33 marks
Correct identification of the Gothic thriller and its example (The Pit and the Pendulum) - 3.33 marks
Correct identification of early science fiction and its example (The Gold Bug) - 3.34 marks

[Key Points]
1. Detective story -> The Murders in the Rue Morgue
2. Gothic thriller -> The Pit and the Pendulum
3. Science fiction -> The Gold Bug",123.4,success
